epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,476.132,0.74747,0.48613,0.9795,0.85813,0.86052,0.88028,0.61901,1.11718,0.68916,1.25461,0.000120393,0.000120393,0.000120393
187,478.619,0.7662,0.50552,0.99829,0.86676,0.85528,0.88413,0.61299,1.11396,0.69562,1.24965,0.00011332,0.00011332,0.00011332
188,481.087,0.75682,0.49208,0.98324,0.86277,0.86901,0.88608,0.61302,1.11672,0.7023,1.24756,0.000106246,0.000106246,0.000106246
189,483.578,0.73568,0.48286,0.98516,0.86991,0.85769,0.88128,0.61603,1.11825,0.69322,1.24671,9.91726e-05,9.91726e-05,9.91726e-05
190,486.051,0.73652,0.4811,0.97913,0.8713,0.85817,0.88112,0.61529,1.1155,0.70146,1.25006,9.20991e-05,9.20991e-05,9.20991e-05
191,493.344,0.68308,0.41237,0.95062,0.87935,0.85878,0.88741,0.61527,1.11827,0.70466,1.23548,8.50255e-05,8.50255e-05,8.50255e-05
192,497.08,0.66519,0.40458,0.94775,0.87058,0.85432,0.88038,0.61302,1.12361,0.69821,1.24516,7.7952e-05,7.7952e-05,7.7952e-05
193,499.7,0.65191,0.38294,0.94449,0.86698,0.85454,0.87878,0.60906,1.12633,0.6911,1.24995,7.08784e-05,7.08784e-05,7.08784e-05
194,502.26,0.65654,0.38452,0.94617,0.88059,0.83899,0.88271,0.60855,1.13058,0.69327,1.25049,6.38049e-05,6.38049e-05,6.38049e-05
195,504.817,0.65124,0.37986,0.93808,0.8566,0.85655,0.87734,0.60936,1.12803,0.69955,1.25587,5.67313e-05,5.67313e-05,5.67313e-05
196,507.322,0.64778,0.3811,0.94194,0.85699,0.86078,0.88297,0.60953,1.12193,0.69859,1.26011,4.96578e-05,4.96578e-05,4.96578e-05
197,509.779,0.65348,0.37887,0.93946,0.85314,0.85733,0.88372,0.61463,1.11416,0.69213,1.25434,4.25842e-05,4.25842e-05,4.25842e-05
198,512.259,0.64249,0.3771,0.94615,0.85404,0.85536,0.88337,0.61441,1.11411,0.69202,1.25314,3.55107e-05,3.55107e-05,3.55107e-05
199,514.706,0.63877,0.37839,0.94643,0.84998,0.84848,0.87813,0.61588,1.11644,0.68801,1.25464,2.84371e-05,2.84371e-05,2.84371e-05
200,517.193,0.64441,0.37597,0.94117,0.84338,0.86404,0.87809,0.61777,1.11424,0.68479,1.24888,2.13636e-05,2.13636e-05,2.13636e-05
